StudentID,AssessmentItemID,Correct,Difficulty,TimeStarted,TimeTaken
Y11sa01,MMEN06S01A01T20160302013314t5,TRUE,4,20160302013217,56
Y11sa01,MMEN06S01A01T20160302013345t6,TRUE,4,20160302013320,24
Y11sa01,MMEN06S01A01T20160302013436t1,TRUE,4,20160302013428,7
Y11sa01,MMEN06S01A01T20160302013456t4,FALSE,4,20160302013437,19
Y11sa01,MMEN06S01A01T20160302013510t5,TRUE,4,20160302013458,11
Y11sa01,MMEN06S01A01T20160302013515t1,TRUE,4,20160302013511,3
Y11sa01,MMEN06S01A01T20160302013546t5,TRUE,4,20160302013533,12
Y11sa01,MMEN06S01A01T20160302013555t5,TRUE,4,20160302013547,8
Y11sa01,MMEN06S01A01T20160302013641t2,TRUE,4,20160302013556,45
Y11sa01,MMEN06S01A01T20160302013836t5,FALSE,4,20160302013642,113
Y11sa01,MMEN06S01A01T20160302013853t5,TRUE,4,20160302013843,9
Y11sa01,MMEN06S01A01T20160302013938t5,TRUE,4,20160302013916,21
Y11sa01,MMEN06S01A01T20160302014120t6,FALSE,4,20160302013955,85
Y11sa01,MMEN06S01A01T20160302014214t6,TRUE,4,20160302014204,10
Y11sa01,MMEN06S01A01T20160302014240t4,FALSE,4,20160302014232,7
Y11sa01,MMEN06S01A01T20160302014256t6,TRUE,4,20160302014243,12
Y11sa01,MMEN06S01A01T20160302014311t5,TRUE,4,20160302014301,9
Y11sa01,MMEN06S01A01T20160302014318t7,FALSE,4,20160302014312,5
Y11sa01,MMEN06S01A01T20160302014552t4,FALSE,4,20160302014549,3
Y11sa01,MMEN06S01A01T20160302014602t7,FALSE,4,20160302014555,6
Y11sa01,MMEN06S01A01T20160302014618t5,TRUE,4,20160302014604,13
Y11sa01,MMEN06S01A01T20160302014630t4,FALSE,4,20160302014619,11
Y11sa01,MMEN06S01A01T20160302014655t6,FALSE,4,20160302014633,21
Y11sa01,MMEN06S01A01T20160302014712t3,TRUE,4,20160302014657,14
Y11sa01,MMEN06S01A01T20160302014720t2,TRUE,4,20160302014713,7
Y11sa01,MMEN06S01A01T20160302014732t3,TRUE,4,20160302014721,10
Y11sa01,MMEN06S01A01T20160302014835t4,FALSE,4,20160302014733,62
Y11sa01,MMEN06S01A01T20160302014957t2,TRUE,4,20160302014837,79
Y11sa01,MMEN06S01A01T20160302015005t1,TRUE,4,20160302014958,6
Y11sa01,MMEN06S01A01T20160302015700t4,FALSE,4,20160302015651,8
Y11sa01,MMEN06S01A01T20160302015703t6,FALSE,4,20160302015702,0
Y11sa01,MMEN06S01A01T20160302015706t4,FALSE,4,20160302015705,0
Y11sa01,MMEN06S01A01T20160302015709t6,FALSE,4,20160302015708,0
Y11sa01,MMEN06S01A01T20160302015714t4,FALSE,4,20160302015712,2
Y11sa01,MMEN06S01A01T20160302015718t4,FALSE,4,20160302015716,2
Y11sa01,MMEN06S01A01T20160302015724t1,TRUE,4,20160302015721,3
Y11sa01,MMEN06S01A01T20160302015729t2,TRUE,4,20160302015725,3
Y11sa01,MMEN06S01A01T20160302015732t4,FALSE,4,20160302015730,2
Y11sa01,MMEN06S01A01T20160302015800t5,TRUE,4,20160302015734,26
Y11sa01,MMEN06S01A01T20160302015823t2,TRUE,4,20160302015801,21
Y11sa01,MMEN06S01A01T20160302015829t1,TRUE,4,20160302015824,5
Y11sa01,MMEN06S01A01T20160302015837t2,TRUE,4,20160302015830,6
Y11sa01,MMEN06S01A01T20160302015846t4,FALSE,4,20160302015838,7
Y11sa01,MMEN06S01A01T20160302015922t3,TRUE,4,20160302015848,34
Y11sa01,MMEN06S01A01T20160302015932t2,TRUE,4,20160302015923,8
Y11sa01,MMEN06S01A01T20160302015939t1,TRUE,4,20160302015933,6
Y11sa01,MMEN06S01A01T20160302015955t5,TRUE,4,20160302015940,15
Y11sa01,MMEN06S01A01T20160302020037t6,FALSE,4,20160302015956,40
Y11sa01,MMEN06S01A01T20160302020110t7,FALSE,4,20160302020039,30
Y11sa01,MMEN06S01A01T20160302020130t7,FALSE,4,20160302020112,18
Y11sa01,MMEN06S01A01T20160302020138t7,FALSE,4,20160302020133,4
Y11sa01,MMEN06S01A01T20160302020200t6,FALSE,4,20160302020140,19
Y11sa01,MMEN06S01A01T20160302020216t5,TRUE,4,20160302020203,13
Y11sa01,MMEN06S01A01T20160302020245t3,TRUE,4,20160302020217,27
Y11sa01,MMEN06S01A01T20160302020250t6,TRUE,4,20160302020246,3
Y11sa01,MMEN06S01A01T20160302020256t2,TRUE,4,20160302020251,5
Y11sa01,MMEN06S01A01T20160302020302t3,TRUE,4,20160302020257,5
Y11sa01,MMEN06S01A01T20160302020309t1,TRUE,4,20160302020303,5
Y11sa01,MMEN06S01A01T20160302020316t7,FALSE,4,20160302020310,5
Y11sa01,MMEN06S01A01T20160302020322t6,TRUE,4,20160302020318,4
Y11sa01,MMEN06S01A01T20160302020327t4,FALSE,4,20160302020324,3
Y11sa01,MMEN06S01A01T20160302020346t2,FALSE,4,20160302020329,16
Y11sa01,MMEN06S01A01T20160302020352t1,TRUE,4,20160302020349,3
Y11sa01,MMEN06S01A01T20160302020357t2,TRUE,4,20160302020353,3
Y11sa01,MMEN06S01A01T20160302020408t1,TRUE,4,20160302020358,9
Y11sa01,MMEN06S01A01T20160302020412t2,TRUE,4,20160302020409,3
Y11sa01,MMEN06S01A01T20160302020429t5,TRUE,4,20160302020413,16
Y11sa01,MMEN06S01A01T20160302020455t7,FALSE,4,20160302020430,24
Y11sa01,MMEN06S01A01T20160302020505t3,TRUE,4,20160302020458,7
Y11sa01,MMEN06S01A01T20160302020544t3,TRUE,4,20160302020506,37
Y11sa01,MMEN06S01A01T20160302020548t1,TRUE,4,20160302020545,3
Y11sa01,MMEN06S01A01T20160302020552t1,TRUE,4,20160302020549,3
Y11sa01,MMEN06S01A01T20160302020600t5,TRUE,4,20160302020553,7
Y11sa01,MMEN06S01A01T20160302020614t3,TRUE,4,20160302020601,13
Y11sa01,MMEN06S01A01T20160302020621t5,TRUE,4,20160302020616,5
Y11sa01,MMEN06S01A01T20160302020630t4,FALSE,4,20160302020622,7
Y11sa01,MMEN06S01A01T20160302020647t2,TRUE,4,20160302020632,14
Y11sa01,MMEN06S01A01T20160302020658t5,TRUE,4,20160302020648,9
Y11sa01,MMEN06S01A01T20160302020701t4,FALSE,4,20160302020659,1
Y11sa01,MMEN06S01A01T20160302020707t3,TRUE,4,20160302020703,4
Y11sa01,MMEN06S01A01T20160302020725t5,TRUE,4,20160302020709,16
Y11sa01,MMEN06S01A01T20160302020745t7,FALSE,4,20160302020726,18
Y11sa01,MMEN06S01A01T20160302020825t5,TRUE,4,20160302020747,37
Y11sa01,MMEN06S01A01T20160302020846t6,FALSE,4,20160302020826,20
Y11sa01,MMEN06S01A01T20160302020922t7,FALSE,4,20160302020849,32
Y11sa01,MMEN06S01A01T20160302020939t2,TRUE,4,20160302020924,14
Y11sa01,MMEN06S01A01T20160302020958t5,TRUE,4,20160302020944,14
Y11sa01,MMEN06S01A01T20160302021004t1,TRUE,4,20160302020959,4
Y11sa01,MMEN06S01A01T20160302021008t7,FALSE,4,20160302021005,3
Y11sa01,MMEN06S01A01T20160302021015t4,FALSE,4,20160302021011,4
Y11sa01,MMEN06S01A01T20160302021018t4,FALSE,4,20160302021017,1
Y11sa01,MMEN06S01A01T20160302021028t1,FALSE,4,20160302021021,6
Y11sa01,MMEN06S01A01T20160302021037t5,TRUE,4,20160302021030,6
Y11sa01,MMEN06S01A01T20160302021105t7,FALSE,4,20160302021038,26
Y11sa01,MMEN06S01A01T20160302021134t5,FALSE,4,20160302021107,27
Y11sa01,MMEN06S01A01T20160302021143t7,FALSE,4,20160302021137,6
Y11sa01,MMEN06S01A01T20160302021153t6,TRUE,4,20160302021145,7
Y11sa01,MMEN06S01A01T20160302021200t2,TRUE,4,20160302021154,5
Y11sa01,MMEN06S01A01T20160302021204t1,TRUE,4,20160302021201,3
Y11sa01,MMEN06S01A01T20160302021223t3,TRUE,4,20160302021205,17
Y11sa01,MMEN06S01A01T20160302021232t1,TRUE,4,20160302021224,7
Y11sa01,MMEN06S01A01T20160302021235t4,FALSE,4,20160302021233,2
Y11sa01,MMEN06S01A01T20160302021253t6,FALSE,4,20160302021238,14
Y11sa01,MMEN06S01A01T20160302021318t2,TRUE,4,20160302021300,17
Y11sa01,MMEN06S01A01T20160302021325t3,TRUE,4,20160302021319,6
Y11sa01,MMEN06S01A01T20160302021329t7,FALSE,4,20160302021326,3
Y11sa01,MMEN06S01A01T20160302021341t4,FALSE,4,20160302021332,9
Y11sa01,MMEN06S01A01T20160302021356t2,TRUE,4,20160302021344,12
Y11sa01,MMEN06S01A01T20160302021412t6,FALSE,4,20160302021357,15
Y11sa01,MMEN06S01A01T20160302021427t7,FALSE,4,20160302021415,12
Y11sa01,MMEN06S01A01T20160302021509t5,TRUE,4,20160302021429,39
Y11sa01,MMEN06S01A01T20160302021524t7,FALSE,4,20160302021510,13
Y11sa01,MMEN06S01A01T20160302021530t2,TRUE,4,20160302021527,3
Y11sa01,MMEN06S01A01T20160302021543t3,TRUE,4,20160302021531,11
Y11sa01,MMEN06S01A01T20160302021554t2,TRUE,4,20160302021544,10
Y11sa01,MMEN06S01A01T20160302021631t6,TRUE,4,20160302021555,35
Y11sa01,MMEN06S01A01T20160302021636t2,TRUE,4,20160302021632,4
Y11sa01,MMEN06S01A01T20160302021643t7,FALSE,4,20160302021637,6
Y11sa01,MMEN06S01A01T20160302021706t5,TRUE,4,20160302021646,19
Y11sa01,MMEN06S01A01T20160302021718t2,TRUE,4,20160302021707,11
Y11sa01,MMEN06S01A01T20160302021732t7,FALSE,4,20160302021719,13
Y11sa01,MMEN06S01A01T20160302021822t4,FALSE,4,20160302021735,47
Y11sa01,MMEN06S01A01T20160302021904t6,FALSE,4,20160302021825,38
Y11sa01,MMEN06S01A01T20160302021935t3,TRUE,4,20160302021906,28
Y11sa01,MMEN06S01A01T20160302021939t2,TRUE,4,20160302021936,2
Y11sa01,MMEN06S01A01T20160302021948t3,FALSE,4,20160302021940,7
Y11sa01,MMEN06S01A01T20160302021952t7,FALSE,4,20160302021950,1
Y11sa01,MMEN06S01A01T20160302021956t4,FALSE,4,20160302021954,1
Y11sa01,MMEN06S01A01T20160302022005t3,TRUE,4,20160302021958,6
Y11sa01,MMEN06S01A01T20160302070001t2,TRUE,4,20160302065956,5
Y11sa01,MMEN06S01A01T20160302070031t5,TRUE,4,20160302070002,28
Y11sa01,MMEN06S01A01T20160302070049t6,TRUE,4,20160302070032,16
Y11sa01,MMEN06S01A01T20160302070147t4,FALSE,4,20160302070050,57
Y11sa01,MMEN06S01A01T20160302070154t1,TRUE,4,20160302070149,4
Y11sa01,MMEN06S01A01T20160302070204t5,TRUE,4,20160302070155,9
Y11sa01,MMEN06S01A01T20160302070211t3,TRUE,4,20160302070205,6
Y11sa01,MMEN06S01A01T20160302070249t5,TRUE,4,20160302070212,37
Y11sa01,MMEN06S01A01T20160302070322t6,FALSE,4,20160302070250,31
Y11sa01,MMEN06S01A01T20160302070416t5,TRUE,4,20160302070324,51
Y11sa01,MMEN06S01A01T20160302070420t6,TRUE,4,20160302070417,3
Y11sa01,MMEN06S01A01T20160302070427t6,TRUE,4,20160302070421,5
Y11sa01,MMEN06S01A01T20160302070442t6,FALSE,4,20160302070428,14
Y11sa01,MMEN06S01A01T20160302070522t5,TRUE,4,20160302070445,36
Y11sa01,MMEN06S01A01T20160302070529t2,TRUE,4,20160302070523,6
Y11sa01,MMEN06S01A01T20160302070540t3,TRUE,4,20160302070530,10
Y11sa01,MMEN06S01A01T20160302070544t7,FALSE,4,20160302070541,2
Y11sa01,MMEN06S01A01T20160302070725t3,TRUE,4,20160302070707,17
Y11sa01,MMEN06S01A01T20160302070729t7,FALSE,4,20160302070726,2
Y11sa01,MMEN06S01A01T20160302070737t1,TRUE,4,20160302070731,6
Y11sa01,MMEN06S01A01T20160302070748t5,TRUE,4,20160302070738,10
Y11sa01,MMEN06S01A01T20160302070755t1,TRUE,4,20160302070749,5
Y11sa01,MMEN06S01A01T20160302070801t1,TRUE,4,20160302070756,5
Y11sa01,MMEN06S01A01T20160302070804t7,FALSE,4,20160302070802,1
Y11sa01,MMEN06S01A01T20160302070810t2,TRUE,4,20160302070807,3
Y11sa01,MMEN06S01A01T20160302070814t2,TRUE,4,20160302070811,2
Y11sa01,MMEN06S01A01T20160302070819t6,TRUE,4,20160302070815,4
Y11sa01,MMEN06S01A01T20160302070823t2,TRUE,4,20160302070820,3
Y11sa01,MMEN06S01A01T20160302070833t2,TRUE,4,20160302070829,3
Y11sa01,MMEN06S01A01T20160302070837t6,TRUE,4,20160302070834,3
Y11sa01,MMEN06S01A01T20160302070841t6,TRUE,4,20160302070838,2
Y11sa01,MMEN06S01A01T20160302070908t3,TRUE,5,20160302070842,25
Y11sa01,MMEN06S01A01T20160302071249t5,TRUE,5,20160302070909,220
Y11sa01,MMEN06S01A01T20160302071328t6,FALSE,5,20160302071250,38
Y11sa01,MMEN06S01A01T20160302071346t1,FALSE,5,20160302071331,15
Y11sa01,MMEN06S01A01T20160302071354t1,FALSE,5,20160302071353,0
Y11sa01,MMEN06S01A01T20160302071459t4,FALSE,5,20160302071412,46
Y11sa01,MMEN06S01A01T20160302071515t6,FALSE,5,20160302071501,13
Y11sa01,MMEN06S01A01T20160302071521t6,FALSE,5,20160302071518,3
Y11sa01,MMEN06S01A01T20160302071708t4,FALSE,5,20160302071545,83
Y11sa01,MMEN06S01A01T20160302071923t1,FALSE,5,20160302071724,118
Y11sa01,MAlg06S01A01T20160302071958t1,TRUE,1,20160302071937,20
Y11sa01,MMEN06S01A01T20160302072056t4,TRUE,5,20160302072021,34
Y11sa01,MMEN06S01A01T20160302072120t1,TRUE,5,20160302072057,23
Y11sa01,MMEN06S01A01T20160302072233t4,FALSE,5,20160302072126,67
Y11sa01,MMEN06S01A01T20160302072400t1,TRUE,5,20160302072240,80
Y11sa01,MMEN06S01A01T20160302072517t1,TRUE,5,20160302072420,56
Y11sa01,MMEN06S01A01T20160302072532t1,TRUE,5,20160302072518,14
Y11sa01,MMEN06S01A01T20160302072622t1,TRUE,5,20160302072533,49
Y11sa01,MMEN06S01A01T20160302072805t4,TRUE,5,20160302072628,97
Y11sa01,MMEN06S01A01T20160302072851t5,TRUE,5,20160302072815,36
Y11sa01,MMEN06S01A01T20160302072930t2,FALSE,5,20160302072852,38
Y11sa01,MMEN06S01A01T20160302073005t1,FALSE,5,20160302072932,32
Y11sa01,MMEN06S01A01T20160302073059t5,FALSE,5,20160302073016,43
Y11sa01,MMEN06S01A01T20160302073123t3,FALSE,5,20160302073121,1
Y11sa01,MMEN06S01A01T20160302073147t2,FALSE,5,20160302073126,21
Y11sa01,MMEN06S01A01T20160302073219t5,TRUE,5,20160302073150,29
Y11sa01,MMEN06S01A01T20160302073320t1,TRUE,5,20160302073220,59
Y11sa01,MMEN06S01A01T20160302073350t1,TRUE,5,20160302073321,29
Y11sa01,MMEN06S01A01T20160302073426t5,FALSE,5,20160302073351,34
Y11sa01,MMEN06S01A01T20160302073459t4,TRUE,5,20160302073428,30
Y11sa01,MMEN06S01A01T20160302073505t6,FALSE,5,20160302073504,1
Y11sa01,MAlg06S01A01T20160302073534t1,TRUE,1,20160302073516,17
Y11sa01,MAlg06S01A01T20160302073603t1,TRUE,1,20160302073536,27
Y11sa01,MAlg06S01A01T20160302073632t1,FALSE,1,20160302073605,27
Y11sa01,MMEN06S01A01T20160302073645t2,FALSE,5,20160302073639,6
Y11sa01,MMEN06S01A01T20160302073830t1,TRUE,5,20160302073651,98
Y11sa01,MMEN06S01A01T20160302073852t4,TRUE,5,20160302073831,20
Y11sa01,MSI06S01A01T20160302094457t2,FALSE,1,20160302094454,2
Y11sa13,MMEN06S01A01T20160302103154t1,TRUE,1,20160302103150,3
Y11sa13,MMEN06S01A01T20160302103212t4,TRUE,1,20160302103155,17
Y11sa13,MMEN06S01A01T20160302103230t3,TRUE,1,20160302103213,17
Y11sa18,MMEN06S01A01T20160302103232t4,TRUE,1,20160302103221,11
Y11sa13,MMEN06S01A01T20160302103234t1,TRUE,1,20160302103231,2
Y11sa18,MMEN06S01A01T20160302103246t3,TRUE,1,20160302103233,13
Y11sa13,MMEN06S01A01T20160302103237t1,TRUE,1,20160302103235,2
Y11sa13,MMEN06S01A01T20160302103245t2,TRUE,1,20160302103238,7
Y11sa13,MMEN06S01A01T20160302103253t4,TRUE,1,20160302103246,7
Y11sa18,MMEN06S01A01T20160302103255t1,TRUE,1,20160302103247,8
Y11sa13,MMEN06S01A01T20160302103256t1,TRUE,1,20160302103254,1
Y11sa18,MMEN06S01A01T20160302103301t1,TRUE,1,20160302103256,4
Y11sa13,MMEN06S01A01T20160302103303t2,TRUE,1,20160302103257,5
Y11sa13,MMEN06S01A01T20160302103306t1,TRUE,1,20160302103304,1
Y11sa13,MMEN06S01A01T20160302103309t1,TRUE,1,20160302103307,2
Y11sa18,MMEN06S01A01T20160302103314t4,TRUE,1,20160302103307,7
Y11sa13,MMEN06S01A01T20160302103318t4,TRUE,1,20160302103310,7
Y11sa18,MMEN06S01A01T20160302103322t3,TRUE,1,20160302103315,7
Y11sa13,MMEN06S01A01T20160302103322t2,TRUE,2,20160302103319,3
Y11sa18,MMEN06S01A01T20160302103326t1,TRUE,1,20160302103323,2
Y11sa13,MMEN06S01A01T20160302103328t1,TRUE,2,20160302103323,5
Y11sa18,MMEN06S01A01T20160302103337t4,TRUE,1,20160302103327,10
Y11sa13,MMEN06S01A01T20160302103333t3,TRUE,2,20160302103329,3
Y11sa13,MMEN06S01A01T20160302103346t4,FALSE,2,20160302103334,12
Y11sa22,MMEN06S01A01T20160302103343t1,TRUE,1,20160302103337,6
